Feature	Description	Normal_1	Normal_2	Normal_3	Normal_4	Normal_5	Normal_6	Normal_7	Normal_8	Barrett's Esophagus_1	Barrett's Esophagus_2	Barrett's Esophagus_3	Barrett's Esophagus_4	Barrett's Esophagus_5	Barrett's Esophagus_6	Barrett's Esophagus_7	Barrett's Esophagus_8	EAC_1	EAC_2	EAC_3	EAC_4	EAC_5	EAC_6	EAC_7	EAC_8
KCTD3	NA	6.515305108	6.465055484	5.258536497	4.853591544	5.164785974	6.024657514	6.840011627	6.219993571	5.822454004	5.657040212	5.799092654	4.712229258	5.457029058	4.872904621	6.348264483	5.475207533	5.404927102	4.732683506	5.539300836	6.049025658	5.406274508	5.394990254	5.251225759	5.412538511
KCTD5	NA	6.943990772	7.070469189	6.972887374	7.047604174	6.751452285	7.280490562	6.949281026	5.506956232	7.492035805	6.837761907	7.177171543	6.711862042	6.681481835	7.385665072	7.57322289	7.45419898	7.123027936	6.683611227	7.137596352	6.858880111	6.852242569	6.676327508	6.433422292	6.428428322
KCTD7	NA	2.839078464	4.464758032	3.511545439	3.47506723	4.870606649	4.369447852	4.048300624	5.896054362	4.598145571	5.212759478	3.010620886	3.893859035	5.148656592	2.890371758	4.442651256	4.242764567	3.303216973	3.906004933	5.224132468	5.024538199	4.526126979	5.035653057	5.099256486	3.822098298
KCTD9	NA	6.388561406	6.187853361	5.25801607	5.029129877	5.71899944	5.968963282	6.544774782	6.651959395	5.960747574	6.109914027	6.354891644	5.698099692	5.98670323	5.409858741	6.310645287	5.64403247	5.19462213	5.123963979	5.919162635	6.245137303	5.73431168	5.8386047	5.697093487	5.96819592
KDELC1	NA	2.442347035	3.295836866	3.703768067	2.687847494	2.833213344	2.397895273	4.084294226	4.774912961	5.043425117	4.587006215	3.994524227	4.175924549	4.882801923	2.517696473	2.727852828	4.235554731	4.531523646	4.417635062	5.05560866	4.342505877	3.921973336	4.750135956	4.642465971	5.063227744
KDELR1	NA	6.303534308	6.410996912	6.476818505	6.66771986	6.470180117	6.536981411	6.339123973	6.272310809	6.551794366	6.284507226	6.387384242	6.651701064	6.455355784	6.787619478	6.509662925	6.618471925	6.635158844	6.216007119	6.112575373	6.631210951	6.355760378	6.348264483	6.729585093	6.626850191
KDELR2	NA	7.663149148	7.611764657	7.616891679	7.401477287	7.98024409	7.644483864	7.751688326	7.340909185	8.378013823	8.084943055	8.109256898	7.831321978	7.903495734	7.865343799	7.973001188	8.382098308	8.471168222	8.449439703	8.545044727	8.441862195	7.939973316	8.056940115	8.438681049	8.465648945
KDELR3	NA	4.830297981	4.447626117	5.344902984	5.554747224	5.702156047	4.854775015	4.461296855	4.417879332	6.099600479	6.230482457	5.855891699	5.644306188	5.857128491	5.51367037	6.177154506	6.402130913	5.899393906	5.525561621	5.200379617	6.985999932	5.777750378	5.968993884	6.587159832	6.452355127
KDM1A	NA	6.50234017	6.313548046	6.154008476	5.956873102	6.305179797	6.338063902	6.480657871	6.715746957	6.642356415	6.3309679	6.53625672	6.244361057	6.466611178	6.821325551	6.003887067	6.42923549	6.379783496	6.809811635	6.576190979	6.269096284	6.220788957	6.827412526	6.338594078	6.425840999
KDM2A	NA	6.41702546	6.384249435	6.194144914	5.921412301	6.471066993	6.357437358	6.161463763	5.93061041	6.208725258	6.195004571	6.278478631	6.347950796	6.124370969	6.481148887	6.245003605	5.84572031	6.597368849	6.703423543	6.21947893	5.967151961	6.281836796	5.700864053	6.304772058	6.059309042
KDM3A	NA	6.892337026	6.968850378	6.244749255	5.919699981	6.259198982	6.937993462	6.882232322	6.281892845	6.025624399	6.299684271	6.424058323	5.461286195	6.253059285	6.625524985	6.600686493	5.461710913	6.152094193	6.150815965	6.518999784	6.592907538	6.358535267	6.214608098	6.279459071	6.175035323
KDM3B	NA	7.128323969	7.283093984	7.032255866	6.326779355	6.968824669	7.148718254	7.005616584	7.314138717	6.88723652	7.134102306	6.896632679	6.416762345	6.838475317	7.038131088	6.879660956	6.936238932	6.838458099	6.970240668	7.120604711	7.046806872	6.952375139	7.233555905	7.028048577	6.894207894
KDM4A	NA	5.694484047	5.865109811	6.060067637	5.935780493	5.329444073	6.100163561	5.821078557	5.661686192	6.030628859	5.664895389	6.066261732	5.507394496	5.653297391	5.985497837	6.049307466	5.547415166	6.245711576	5.921146512	5.7847613	5.5856139	5.958524437	5.461310918	6.052629997	5.761856287
KDM4B	NA	5.076658245	5.105518219	5.342472278	5.021643863	5.201038375	5.183172519	5.098843605	5.248374338	5.082614129	4.765174319	5.333293675	5.143934737	5.003135277	4.962815714	4.845991417	5.146572647	4.891376153	5.498157287	5.050539472	5.138235482	5.365055699	4.895123974	5.499445248	4.643538591
KDM4C	NA	4.961043257	5.062968431	4.470038849	4.365747283	5.018623366	5.059474435	5.123992323	3.898499765	5.034231855	4.750831779	5.318811437	4.06539463	4.854459048	3.999359194	5.14398571	4.335242037	4.854733514	5.052389028	4.680090029	4.863208095	4.80789474	5.029481178	4.924426446	4.166652003
KDM4D	NA	4.143134726	1.252762968	3.618993327	2.901421594	2.2300144	4.027135813	2.493205453	3.015534901	2.493205453	4.304065093	3.673765816	4.65396035	4.247065649	3.277144733	2.714694744	2.970414466	4.08933202	4.48187197	3.713572067	2.341805806	1.824549292	3.314186005	2.791165108	4.510859507
KDM5A	NA	6.036419461	5.941308463	5.487950823	5.443176678	5.646974298	5.898551652	5.650083402	6.20371657	5.980160217	6.059513743	5.751635505	6.26291362	5.863821004	6.130478601	6.102083415	5.338734871	5.854610465	6.479827792	5.587996321	6.169668698	5.680190081	5.358297255	5.948541587	6.110827996
KDM5B	NA	5.833033058	6.268146019	5.967172516	5.343982902	5.523792922	5.875179156	5.916125071	5.176838903	5.679865375	5.74499871	6.069048584	6.118599577	6.346086979	6.114829191	5.789293724	5.655670574	5.405713245	5.773849445	5.902010332	5.6048566	5.756712901	5.832781161	5.352751999	5.781280649
KDM5C	NA	6.269475	6.765846033	6.684861696	6.898512698	6.573959458	6.461155628	6.453152446	5.71538161	6.223766036	6.455827296	6.522680861	6.37927472	6.477280008	6.522827822	6.540019388	6.731733835	6.4875318	6.527957918	6.193792959	6.514712691	6.53102339	5.944896911	6.425679069	6.366814031
KDM5D	NA	6.601909236	6.526055524	6.572422393	6.318968114	2.727852828	6.644570678	6.475278622	7.024915899	5.908897823	6.431008969	6.187031331	5.781360609	3.310543013	6.382492607	6.54175124	6.292124541	5.101085197	5.436338664	6.835507115	6.034044995	2.965273066	6.238910391	6.881411304	5.628699669
KDM6A	NA	5.111683245	5.37857856	4.985871582	4.355083129	5.188213326	4.90637736	5.372429183	4.45711561	4.667707466	4.616332656	5.127257556	4.722831742	5.075738271	4.024029907	5.006980714	4.54547453	4.583127543	4.901435183	4.842502104	5.340130808	4.79524427	4.702169159	4.874921497	4.938108262
KDM6B	NA	5.541517013	5.693262037	5.890500335	5.682632548	6.107743358	5.518103324	5.848271596	5.522697463	6.198335825	6.048899019	6.20161703	6.287437557	6.031650009	5.684288406	6.093770361	5.780110107	6.387479557	6.478133157	6.006975101	6.095308721	5.881813775	5.973580324	6.04417929	5.697564702
KDR	NA	4.526126979	4.028916757	4.821087692	5.018603464	5.283203729	4.712229258	4.876722877	5.746203191	5.900992644	4.614129927	4.850466542	6.181051315	5.453182077	4.568506202	4.67562865	4.534747722	4.97535348	4.558078578	5.010635294	5.714062784	5.02585226	5.416544748	5.103518288	5.241747015
KDSR	NA	3.823367938	3.542138357	3.306463869	3.71146173	3.73180199	3.569338253	3.461853683	3.839264973	3.47532117	3.853115237	3.812699966	3.390506111	4.173510762	3.16328936	3.559417173	3.20207675	4.280557189	3.3409039	3.475943495	3.563947161	2.981185193	3.321601812	3.946862523	3.654304887
KEAP1	NA	6.43422544	6.662877236	7.070214207	6.85782947	6.857934584	6.746412129	6.418038618	6.574796862	6.548792005	6.404732467	6.498131536	6.681857939	6.295081483	6.411325535	6.254021101	6.618071204	6.81640724	6.781057626	6.539730454	6.497378127	6.66262171	6.960157958	6.319508508	6.717441872
KEL	NA	4.928701911	4.926528785	5.168208681	5.548686904	3.790984677	4.957234517	4.295923936	2.985681938	4.423648309	3.968403339	3.546739687	3.718438256	4.151039906	4.456670178	3.387774361	3.218875825	3.877431561	3.947390149	3.210843653	4.135166557	4.753590191	3.370738174	3.511545439	3.360375387
KERA	NA	3.864931398	3.222867846	3.691376334	2.379546134	2.557227311	3.284663565	3.663561646	3.73289634	2.980618636	3.693866996	3.60004824	1.840549633	3.210843653	3.852273001	3.299533728	3.020424886	1.131402111	1.481604541	3.914021008	3.27336401	1.064710737	3.295836866	2.990719732	2.850706502
KHDC1L	NA	1.547562509	2.944438979	3.299533728	5.136974216	3.869115504	4.166665224	3.552486829	1.360976553	1.098612289	1.887069649	1.360976553	5.188502501	2.302585093	3.583518938	3.015534901	3.015534901	1.280933845	1.029619417	3.735285827	3.642835516	2.451005098	3.317815773	3.552486829	2.397895273
KHDRBS1	NA	6.630238471	6.378880722	6.313048399	6.174164608	6.302204647	6.634462022	6.52967777	6.823511854	6.631674275	6.680152545	6.631824079	6.597046659	6.510861207	6.532662049	6.6675085	6.478773549	6.817939064	6.895408514	6.741293556	6.707223608	6.471262679	6.476393918	6.820077081	6.738408293
KHDRBS2	NA	3.919991175	3.152736022	2.785011242	3.681351188	4.990432587	4.171305603	4.359269648	4.171305603	4.368181228	4.12552018	4.629862799	4.32677816	4.778282804	4.223909767	3.144152279	4.096009842	4.741447804	2.884800713	4.541164856	3.765840495	3.808882247	2.960105096	5.033700567	4.427238977
KHDRBS3	NA	3.975936331	4.928701911	4.94875989	3.292126287	5.052416828	4.592084946	2.867898902	6.231661853	5.161351511	5.26217192	4.90823336	4.764734756	5.163642463	2.617395833	4.784152842	5.243333058	4.534747722	3.109060959	6.310645287	5.671947751	5.136974216	5.344723739	5.05815481	4.638604962
KHK	NA	3.317362669	3.387591713	3.75544511	3.527121191	3.568090428	3.648409983	3.380323207	3.302459479	3.652983741	3.147725243	3.313861933	3.365622403	3.341261023	3.208758144	3.222264317	3.742493215	4.037697997	4.122744725	3.803362736	2.511380737	3.477948807	2.667806576	3.435711595	3.888319944
KHNYN	NA	6.355502595	6.370677642	6.74483335	6.475961543	6.334633636	6.469455575	6.470709875	6.140979332	6.650276572	6.346514997	6.458232755	6.469294879	6.420435057	6.542824592	6.288477019	6.606331312	6.442229028	6.02770211	6.207683327	5.731472654	6.352899146	6.378243847	6.088266353	6.268818034
KHSRP	NA	5.775127353	5.958254904	5.757623829	6.166850861	6.06715465	5.821332016	5.777383001	5.802735288	5.80193454	6.073905141	6.080899131	6.221382336	6.020299593	6.127562095	5.716125386	5.855006809	6.686285766	6.768427284	6.037297211	5.955617635	6.141459643	5.385867666	6.318044355	5.950346777
KIAA0020	NA	6.355065451	6.512339507	5.492238059	6.065876045	6.052794802	6.054204577	6.882129731	5.657389435	6.009058856	5.815323849	6.330433664	6.262445428	6.722268719	5.933305633	6.053734873	6.019079714	5.793623179	6.051853847	6.732329889	5.883600901	6.062621741	5.712411801	6.409516771	6.082675427
KIAA0040	NA	4.7633024	4.529504025	4.967267768	4.604970146	4.941821982	4.603489866	4.799531722	5.63464226	5.735328504	5.617244658	5.265077965	5.008832046	4.806520832	5.278833634	5.458110094	5.362997469	5.564870837	5.062594232	5.839133292	5.352469157	5.194548758	5.755623979	4.897649855	5.799577497
KIAA0087	NA	3.73289634	2.815408719	1.85629799	4.416428061	1.686398954	3.339321978	3.254242969	0.916290732	1.757857918	1.064710737	3.068052935	1.504077397	3.165475048	3.122364924	1.223775432	2.687847494	1.722766598	1.193922468	0.875468737	1.435084525	3.356897123	2.624668592	1.280933845	1.887069649
KIAA0090	NA	4.41963982	4.109839989	4.901023511	4.608183899	4.228584398	5.057678075	3.934953823	4.924970656	4.488655125	4.702510432	4.785785862	4.194873257	4.840565369	4.939162163	4.595943041	4.940734156	4.304322211	4.028928062	3.785338683	4.89245532	4.468876363	4.592009221	4.593072712	4.749130766
KIAA0100	NA	6.123088888	6.060347839	6.363871372	6.306396732	6.026085592	6.297982394	6.116640801	6.310304443	6.096895365	6.029477778	6.151529641	6.170054112	6.259773363	6.295147201	6.092947903	6.191328387	6.242162095	6.022958578	6.136315344	5.746305253	6.063264657	6.205748141	6.336379044	6.34238407
KIAA0101	NA	6.378851489	6.349695005	6.160716775	5.841288337	6.156474409	6.215286518	6.441615187	4.403926663	6.561459152	6.273852718	6.568661068	6.22262453	6.522225523	6.387156425	6.383505665	6.339469836	6.952392653	7.313895331	6.728479348	6.807192394	6.262159396	5.887364017	7.185920386	6.419700833
KIAA0125	NA	4.731802837	4.99653637	5.274024674	4.946629964	4.203198967	4.698660529	5.009968405	4.643428898	4.930870326	4.645351976	4.662495253	5.542439324	5.895504156	5.09436351	4.903050083	4.553876892	5.586499314	5.228967288	4.784152842	4.776599302	4.697749367	4.406719247	5.18961795	5.109575242
KIAA0141	NA	5.023508152	4.875228789	4.936617255	5.017931138	5.539655426	5.522858323	5.483418682	6.003781981	5.315212914	5.189393878	4.889178388	4.801066214	5.607827317	5.265190037	4.882581488	5.273490048	5.342777612	5.146829148	5.047109738	5.043198843	5.864289317	5.564151809	5.453254886	5.050686186
KIAA0146	NA	4.701120452	4.821488484	4.640310873	4.511863208	4.188616015	4.725474852	4.814247316	4.656137914	4.804289717	4.807114118	4.907469953	4.710721865	4.554805668	4.533451467	4.295742002	4.370821545	4.166352645	4.103133528	4.962609356	4.81625558	4.598870668	4.630818933	5.250320247	4.459448283
KIAA0174	NA	5.645715277	5.212740788	6.219844305	5.674719387	5.935427211	6.032375148	5.779084388	5.797126627	5.596525156	5.897678061	5.869810391	5.78045632	5.863700862	5.492719915	5.266732704	5.668292195	6.000246963	5.992124299	5.873242095	5.553703353	5.546384102	5.774466135	6.453518843	5.796230853
KIAA0182	NA	6.213317374	6.45780287	6.149162897	5.976918432	6.089815436	6.114336438	5.893373765	6.237422227	6.364087607	5.928497492	6.083524205	5.83047097	6.17614777	5.934720038	5.843415856	5.864563689	6.661749942	6.239939864	6.338024028	6.384375868	6.108076434	6.139006385	5.747710984	5.685715627
KIAA0195	NA	4.561487375	4.176395068	4.800872885	4.735245324	4.715189554	4.631565073	3.790737481	4.304503177	3.923099408	3.799049266	3.960775073	4.075122832	4.275337194	4.541111435	4.108314247	4.493115052	5.095114967	4.465842055	3.811688991	4.308682133	4.368272783	3.883699733	5.292556936	3.700786543
KIAA0196	NA	6.317345176	6.142682359	6.109247583	6.116333529	5.956873102	6.157826084	6.320408517	6.095824562	6.079017444	6.115008733	6.231071824	5.876053696	6.020537795	5.671259283	6.353326018	5.85363823	6.006106824	6.316803611	6.498733855	5.954541193	5.793013608	6.037632228	6.026590349	6.513675116
KIAA0226	NA	6.064222416	6.414423037	6.373836419	6.691880895	6.014026093	6.297743818	5.85180287	5.841544202	5.820158385	5.842573342	6.20361863	6.31299987	6.085659227	5.846764816	6.004441918	6.10964503	5.910581228	5.804452256	5.790137827	5.546906629	6.088593136	5.997832542	5.672684936	5.839858188
KIAA0232	NA	6.907055034	7.304381438	6.380461463	6.277019359	6.649890875	6.668990347	7.19428669	7.127131744	6.471109053	6.822197391	6.978493293	6.266251332	6.752036704	5.889431822	7.080194836	6.535096123	6.321846849	6.883360122	6.491936759	6.469095266	6.686360198	6.485398303	6.472964341	6.21959564
KIAA0240	NA	5.524242287	5.60025522	5.07508787	3.079589976	5.359644056	5.510802356	5.336884917	6.591424517	5.668088893	5.854981931	5.284406897	5.010005564	5.543410716	5.443367876	5.411437742	5.067394866	4.854258871	6.083292692	6.179890485	6.116695976	5.203311844	6.349629438	5.523226517	5.385965942
KIAA0247	NA	7.569876081	7.702375428	7.588070481	7.889009442	7.511141852	7.602900462	7.651738149	6.737204178	6.97354302	7.011664742	7.732938985	7.008957159	7.313686945	7.589386404	7.631140643	7.235402979	6.736729682	6.559331911	6.941866809	6.827737571	7.361121267	7.318605859	6.909853077	6.860139425
KIAA0284	NA	7.03438793	6.832708405	7.344396005	7.563096745	7.031829594	6.877089865	7.107916754	6.534660551	7.201767275	7.001518809	7.258764201	7.163404742	6.746882053	7.104801231	7.214210037	7.166420402	7.509390059	7.199454273	6.870261075	6.53131485	7.048212632	6.874508685	7.264800154	6.722268719
KIAA0317	NA	6.482648531	6.439510103	6.421622268	5.750984076	6.352803597	6.469560346	6.324358962	5.510197726	6.802950165	6.139237791	6.643529283	6.487988386	6.461936817	6.305910257	6.504288174	6.654667851	6.897805948	6.413458957	6.408693522	5.768320996	6.242028694	6.37058568	6.933325555	6.789647191
KIAA0319	NA	2.379546134	2.493205453	2.965273066	2.965273066	2.93385687	2.63905733	2.58021683	2.525728644	3.186352633	2.587764035	2.63905733	2.451005098	3.034952987	2.00148	2.48490665	2.251291799	1.916922612	2.63188884	3.608211551	3.384390263	3.883623531	2.501435952	1.871802177	2.186051277
KIAA0319L	NA	3.875359021	3.686376324	3.808882247	3.671224519	3.629660094	3.580737295	3.356897123	3.000719815	5.571012697	3.873282177	3.650658241	3.433987204	3.624340933	4.784152842	3.881563798	6.094472297	5.74779936	5.668500661	5.011967739	4.194189897	4.761318868	5.333201768	5.129898715	5.433285227
KIAA0355	NA	5.92184648	6.224756429	5.620400866	4.942356453	5.7166987	5.548297572	6.029241911	5.882486385	5.886937018	5.775482789	5.879694646	5.40222683	6.005860427	5.851340039	5.630135934	5.826589904	5.499624223	5.48272009	5.809042985	5.726196069	5.815323849	5.890538629	5.966146739	5.581238122
KIAA0368	NA	5.871249539	5.74955279	5.357749359	4.847533488	5.458145475	5.622610203	5.599499887	6.394462527	6.066781736	6.093152711	5.619432775	5.118736277	5.537273264	4.712207057	5.328603771	5.290934971	5.799507755	5.402521151	5.951905991	6.195568871	5.383795281	5.722653165	6.040448253	4.976350554
KIAA0391	NA	5.941475506	6.028525955	5.135466493	5.41758954	5.492897146	5.774817427	5.872668171	5.76164538	5.779823889	5.885263665	5.679707623	5.165025916	5.995284543	5.670989799	5.745775321	5.694233877	5.858795675	5.684732471	4.658709156	5.893742152	5.323054474	5.652161095	5.834300576	5.914149775
KIAA0408	NA	1.481604541	1.974081026	1.648658626	1.887069649	1.30833282	1.16315081	1.458615023	4.165113633	0.78845736	4.265492818	1.386294361	1.193922468	0.993251773	1.481604541	1.791759469	2.459588842	1.871802177	0.587786665	0.955511445	1.223775432	1.686398954	1.435084525	1.589235205	2.379546134
KIAA0415	NA	4.471460476	4.863113484	4.745233361	5.241391355	4.988554846	4.737949764	4.637698754	3.693520349	4.80320743	4.940439446	4.972833672	5.275972948	4.91674709	5.32339805	4.962074317	4.830866251	5.621960079	6.056619174	5.257373287	5.144401677	4.69286565	5.286939512	5.657198237	4.688029937
KIAA0427	NA	5.151756446	5.078370605	4.820632639	5.221771059	4.805705251	3.742644784	5.175356228	5.598903483	5.181280046	5.359412023	4.887164151	4.778766046	5.435219064	4.488145661	4.733641135	4.599341342	5.288848266	5.079475182	5.184241833	5.245025624	5.160776471	5.434166115	5.32329782	4.615937416
KIAA0430	NA	6.3982621	6.511893907	5.85363823	5.2907891	6.12730577	6.600414569	6.416732283	7.538920667	5.88192866	6.632660322	5.865617837	5.605434352	6.530294367	6.08541016	6.015913228	6.14547236	5.424509392	6.009058856	6.284134161	6.276267479	6.339653587	7.005698353	6.015669236	6.479891176
KIAA0467	NA	5.149964031	5.24171174	5.25657656	4.800318509	5.174630622	5.346535662	5.336658979	5.385545532	5.089414015	5.128000224	5.40879665	5.128922306	4.974273478	5.456208267	5.111479474	5.228911713	5.5496777	5.144462724	4.719934945	5.11102373	5.290283162	5.366552807	4.987306075	5.292646327
KIAA0485	NA	4.534857654	4.742362208	4.160876176	4.650523623	4.65123183	4.164609444	4.737770306	4.618237923	4.430377263	4.506564454	4.675461424	4.756227028	4.353245181	4.272351647	5.05554163	4.578858887	4.811624851	5.127752735	3.532627316	4.430050906	5.032096281	4.548693328	4.986175074	4.527118059
