"","V1","V2"
"1",110.491060212502,-106.340932029906
"2",-74.393695226999,-14.6527005526068
"3",-143.725523918015,26.4260947555042
"4",-74.1656558480451,-10.7652063868195
"5",80.0653193327303,-163.066041794546
"6",22.4265568920035,-49.616463533036
"7",-38.8661953503278,-8.44779675606671
"8",102.311161503937,-113.920995480974
"9",16.6955745328454,-28.0103705124498
"10",74.5244312727804,-141.345089660616
"11",10.8276415570991,-29.6125529841652
"12",89.5033068588814,-155.44528833934
"13",77.7788468390699,-157.902805487142
"14",-154.49563385218,20.8381372604044
"15",6.1261533710324,11.548787173469
"16",73.1622619298748,-146.975689601858
"17",-57.5897735567101,-9.16280969451695
"18",15.858178032316,108.086019019118
"19",-45.9755930973747,64.6086426614906
"20",93.2412164055718,-113.561198123842
"21",-42.1818864585309,54.6828280398465
"22",-12.4657666612878,-14.9536193417269
"23",-2.2671061427472,-17.6014972732517
"24",4.01637010326827,-18.3279990209909
"25",-59.9175747494811,-43.9309402139345
"26",-138.826616556457,57.5349176074242
"27",126.001054589159,-75.0765437195554
"28",17.1141060896137,-34.8941141622808
"29",-91.4415162357932,-45.3146559958795
"30",-5.02805926012797,-10.7481593032963
"31",86.3179195654849,-123.531622829623
"32",-50.2035014576559,50.127428842957
"33",-49.258842119011,36.433309020341
"34",-20.2957905540527,9.28884735269302
"35",89.5451554031291,-109.359950849787
"36",1.39025701910318,62.0567788067756
"37",-147.157406161365,33.2769403824309
"38",-144.795635269456,36.738562148453
"39",-24.7263767638997,14.7323052271003
"40",67.3444076497052,120.610433890038
"41",-64.8522502975595,-26.0381162622359
"42",79.4547132189086,-143.499743133269
"43",-55.8474757354382,-43.4796405532923
"44",83.6101578696909,-158.770622178318
"45",102.479845900393,-59.3769587507759
"46",-22.131922309264,27.5691359982719
"47",-75.7056746686842,-26.1102011195861
"48",77.8973295434193,-137.367390438973
"49",89.1476564682832,-59.289845425189
"50",96.4773522423825,-109.257064601821
"51",-140.340061048759,-8.60708587557505
"52",-60.4772261320996,-19.9738840552835
"53",17.6644160343186,96.0857530827807
"54",84.9355984703607,-106.876744478076
"55",-9.97533180310488,-18.8029798914186
"56",0.170656243970763,22.0590567408417
"57",93.8436968640172,-135.507309103269
"58",-21.1091086857662,18.2396952325212
"59",93.1988939232582,-52.7378166554171
"60",-64.0231846646149,-102.212605493138
"61",61.543257139457,122.886721019962
"62",-145.922526619531,46.6024405915837
"63",49.1065995778926,-58.1687801678202
"64",64.8613846547979,-147.662508483636
"65",20.5741864780713,-41.7489282037572
"66",31.0296259710221,111.126001331081
"67",-3.6137996021709,104.684640700484
"68",33.8512581337063,60.0969390837881
"69",44.718891530459,-61.1174561713776
"70",52.7938572652648,67.0139935017264
"71",14.4886249997935,-57.1183428599845
"72",78.9338954923176,-25.2146865421068
"73",108.838395241942,-76.6238542628036
"74",-148.401535136457,12.7695055879894
"75",-96.6351904900957,-41.2288271840696
"76",-40.3829136872481,12.5587482200005
"77",103.226761633204,-118.989218299344
"78",38.9846208318252,130.717342439901
"79",-109.822171827508,-33.8272459321487
"80",92.3718024608132,-151.156129366744
"81",-35.3603382229634,8.71049465459592
"82",80.6462612835891,-63.9128330818929
"83",-13.2274167031745,107.650801658512
"84",-25.6661561446432,23.9373222468746
"85",90.9889621963375,-130.537670791738
"86",-152.446129486029,14.4211621104918
"87",35.6670311005816,100.406502108589
"88",-63.4885729541055,31.1625136665573
"89",68.6368404127976,-26.6740054719143
"90",-29.4293801309799,-6.78187302765437
"91",72.507752279726,-66.3276819064647
"92",35.8232426420427,147.027463129269
"93",56.0265254718869,-60.6811134406145
"94",-55.0152066992032,36.5461202912135
"95",24.1463611358839,-45.4340510598444
"96",84.4668089772996,-25.6164194164639
"97",-50.1351817251692,-21.3724206724998
"98",4.83063771451951,-13.1077043574086
"99",-35.2467698913238,34.7885052209267
"100",-72.6918339678033,76.3167294660574
"101",-44.6430929550803,-16.2904862464945
"102",81.9413522157114,-128.887384392164
"103",0.960719014581815,56.924287526923
"104",0.915574183822948,103.421170271023
"105",-46.0562540377776,60.4078742262286
"106",85.0917145751591,-142.603674927387
"107",-70.7477533435649,-27.9174743557851
"108",-90.6272309067264,-36.2205749289361
"109",63.6415904883459,-143.204848990329
"110",-29.3297489575138,11.9454748816027
