"","t0","t2","t4","t6","t8","t12"
"GPSM2",11.9020861332928,11.8850790684894,12.253146608734,12.5112580935816,12.4368984776251,11.6136342075715
"PAK6///BUB1B",11.4552676832526,11.5037587903996,11.8071871666321,12.0292165443887,12.0481995180838,11.0837419074023
"HIST1H3B",13.0532268390884,13.4831601527349,13.3998339019426,12.6557347756446,12.1220597211629,13.2197068093971
"KIF20B",10.6295411381405,10.7867439878668,11.3547096189334,11.6714704515355,11.6330818283032,10.7422459516901
"KIF18A",10.6859388828994,10.93104149227,11.4741499073919,11.9613511428768,11.8297402424632,10.8945693323663
"THBS1",10.3815942082017,11.8482509102581,12.0792266271961,11.6175813817001,11.3353876021418,10.6694115271269
"FHL1",7.35884243399985,8.22616520878585,8.90785314954082,8.56915024455179,8.21114947539991,7.54186480349138
"REEP4",9.42326745115951,9.41869517237246,9.90329981399167,10.2158966566646,10.328792350915,9.27570711523643
"PLCL2",9.81002543676489,10.4511042768419,11.1574034528944,10.9482413686136,10.6852489260374,10.521911911613
"NUF2",10.194854976408,10.2544393736033,10.5759719236397,11.011773814976,11.0941535389126,10.1164283515863
"ANLN",12.6747335077234,12.743581377241,13.1566817822892,13.3286083952027,13.3162456862696,12.6986203472359
"NEK2",11.6985289271482,11.7167936452659,11.9874127455327,12.3078855920866,12.3767689066358,11.6134533322879
"HIST1H2BG",8.85947266192267,10.6081547482764,9.64175019538612,8.52125051062305,8.77314141878828,10.0356071800054
"DENND1A",8.54702141445505,8.60056106665727,8.90909081498651,9.19080202306716,9.34289588809397,9.31169116267755
"RASA3",8.67777640517216,8.40248128851439,8.79790258929458,9.30270894422114,9.5728930354904,9.15735847067785
"RPTOR",8.7865107963808,8.92632132258452,9.54023929951062,9.84055772777094,9.94661838189057,9.57014071725229
"MED13L",10.2881241823308,10.4423957855792,11.049527060604,11.1729752974428,11.1462758623467,11.1960576258652
"POU2F1",10.6203616255888,10.4140676320824,11.068440800856,11.5448568583818,11.5095988655183,10.9889059086815
"FNDC7",5.49271809728615,5.40533982966023,5.53119281608761,5.57285025374724,7.38952668877712,6.69062801406478
"NDC80",10.7781409195029,10.9962967752443,11.5033621062484,11.6936385736067,11.6187941308585,10.5096157741284
"DEPDC1B",9.50433494133448,9.7411976841987,10.1903172553702,10.6474978616911,10.6316979635705,9.52829222957586
"TNFAIP3",10.3139526935328,10.7470690190128,10.7902735467479,10.1764160380468,10.0612315883653,9.91037274418405
"TLR3",10.433060909677,10.3956089019831,10.045187062455,9.77149833998957,9.5586169121877,9.32980232667198
"HIST1H2AC",10.0683694574669,11.5096295874206,11.1550622911777,10.0026239351559,9.98781687592137,11.2632849931977
"TIPARP",10.6078496321412,11.5226147915402,11.4989425031746,11.5007399997294,11.2489521447193,11.0639269556075
"HIST2H2BF///HIST2H2BA",8.66148117706952,9.66577743229613,8.48432328597195,8.40026013730622,8.98708320210041,9.68097678636565
"DSN1",12.0478967426541,11.8678367424754,11.5702938414634,11.2674956856771,11.2566316907153,11.6240552260783
"FBXL20",9.77303420994458,9.48148449789129,9.36072416554152,9.66943712905989,9.84301480800348,10.6957746044852
"LRIF1",9.56983010653873,9.7560462871098,10.6861747078774,10.8774779406146,10.6296973733607,9.79805418314735
"SGOL2",9.8968971732736,9.91856988339579,10.3300869765211,10.750564950581,10.8671165506656,9.50951872274259
"TMEM52B",9.4918995129376,9.82173491722145,9.77042925674455,9.29351010970352,8.89780841155447,8.67661403321531
"NDE1",9.93344941384213,9.88252765714008,10.4467063393415,10.9156752220761,10.8647329733614,10.03894117569
"CKS2",12.9527213789835,13.1230227016924,13.4499881327862,13.7687463236299,13.8695730619968,13.0187627189099
"IER3",11.4308883200958,12.472194380426,12.388660376948,12.0115673270766,11.937817614787,11.9531117912983
"PDK4",11.4130495126302,11.987970337527,12.4497463785906,11.2540665165404,10.8937624305655,11.4256636968704
"ITPR1",10.660473100046,10.8078292746099,11.3399918607034,11.5212863697251,11.6235349450014,11.4894777092025
"PSD3",7.05278683578454,7.34572142123115,8.45528099071466,8.97379268740275,8.9850323578619,8.64271957107208
"CCDC107///ARHGEF39",9.16377653251151,9.35773746121,9.89899804616615,10.1733178598116,9.962469888445,9.15178690000451
"CDC25C",8.20573406101532,8.32678279193,8.77506650408474,9.21636518277463,9.22155210552816,8.39541366845978
"KIF18B",9.95189072628092,9.98861643345356,10.4030859331479,10.7666963014778,10.7225699277286,9.47387790174714
"HIST1H4A",9.08069631175074,9.89714578509958,9.55876290008775,8.5287198381752,8.09281026933296,9.40215555628531
"PLIN3",10.4665055402469,10.5616591394201,10.9611719234851,11.235869506392,11.4306096273379,11.3449425909729
"CMIP",9.92147463855549,10.1566351993169,11.0358286172094,11.1776586845671,11.2138331675856,10.894096389162
"CAMK1D",8.1385283217211,8.3233728476907,8.41576822439354,8.81746530552596,8.91749446273106,9.11752648786132
"CITED2",12.0780088610072,12.951127323667,12.4994899299838,11.9072570444391,11.9291669789708,12.0055679397803
"INPP5A",9.06784945161138,9.22021772395733,9.81866099282522,10.017805143879,10.0982444653616,9.97695948463407
"PIF1",8.55817163829591,8.68603481743282,9.3278808475141,9.79575688981377,9.5255793910169,8.46551638813329
"DDX10",8.60807632567803,8.81934829874121,9.26066034248171,9.59788988508876,9.76298880910213,9.45730262172346
"DUSP5",9.35978420394886,10.7080045332941,10.1904875501153,9.78409721556382,9.87944776666292,9.80214791576381
"OR2B6",8.19660013926761,9.8354143640172,7.75850570501721,8.13630043450978,8.36021850196198,9.84770590628818
"PRR11",10.6712110028728,10.6524171668492,11.2088020600015,11.7242151176141,11.7407336356346,10.9785798801754
"LEAP2",7.30675346165482,7.20848494763476,7.01752690839386,7.10221100547896,8.04303783117845,7.23179140673808
"SPRY2",8.98357184373595,9.88501927417685,10.1445812796991,9.88302555668914,10.0343726564735,9.7208293065496
"HSPA1A",12.5338915698541,12.2838414755467,13.2923128334025,13.6611307835337,13.763526715105,12.9935566979701
"HIST1H2BI",7.62617419702042,9.24406875929716,8.45930400242858,7.18334969705577,7.19645390357047,8.28321908046867
"VANGL1",9.50225706814941,9.37356715733131,9.89589562574226,10.2620633430259,10.2864284857028,9.49114213890001
"ZNF367",9.5209956511218,9.47856614118428,9.03882559190039,8.92219998399521,9.24999582370684,10.1064725131787
"FBXO5",10.6495543327476,11.0008442196101,11.6545093619259,11.2810396081553,10.2776482934205,11.0201630180499
"LDLRAD3",10.0537013527374,10.0560158050177,10.6913902212558,11.0058675767021,10.9235411371269,10.4494325389591
"ETV4",9.1803902571706,9.63688515382871,10.0309316955232,10.4024294953419,10.4561346977693,10.1159689931907
"ARID5B",11.1123746267197,12.0528767154551,11.7003252650717,10.7603407813728,10.7959782103833,11.1422500079536
"KIF11",11.0237507494062,11.0866489697955,11.3764064066535,11.6848695411706,11.6475651854986,10.8477455015445
"LOC100128288",7.64061928483146,7.12972738725957,7.24154572796496,7.2315832793071,8.85193654559683,7.96056937057753
"ZNFX1",10.3676941009659,10.2531792084031,10.7924343726791,11.1293689333535,11.4199278062895,10.7795409799046
"MAB21L3",9.87259800218277,10.1021583695105,9.57525885628247,8.69927837803691,8.73863565971568,10.2137155446446
"OPHN1",8.27901504966537,8.45644314360411,8.962435968653,9.33583066246528,9.36481203339195,9.52950996541515
"DIO2",10.588874179524,10.325992328443,9.6418749969455,9.12240373325822,9.38785761173382,9.84111570153279
"DDX58",9.9943167155433,10.1965693707819,10.4052600254439,10.7639887712051,10.9745722162325,10.8961638163883
"UBASH3B",9.85411197796951,10.1966123532951,10.6968115677553,10.8271351813033,10.7963922851346,10.4942822506084
"KLF6",9.22626456709146,9.78406609815572,10.2860075943658,9.72756193465807,9.64386598244005,9.30897944402121
"CDC20",12.2258449992156,12.1071085774244,12.6479041829248,12.9775879322539,13.1118408022637,12.3103456024711
"RACGAP1",12.0677455932227,12.1530960647118,12.4669188439615,12.7317852144017,12.7415114498554,11.997213507409
"TSPAN14",10.2379081642199,10.2393536183985,11.1423082844776,11.190165122057,11.2384200921386,11.021322856444
"KIAA0825",11.1437171321582,11.2879992297684,11.0303856247356,10.7134677459375,10.4486827305014,10.6625832695092
"TNS1",8.69826671720124,8.62139155015982,9.29117351655238,9.66569625183749,9.9433581211192,9.83798263115519
"OTUD1",8.41944596375374,8.96584931730633,9.35692389148207,9.41146048368509,9.37321876472356,9.31638662955175
"ELK3",9.1326467969676,9.15185713977139,9.6431501742593,9.83194072510096,9.80246985309082,9.49238293803974
"KIFC1",9.86596089876798,9.92067506306852,10.39564519987,10.7186866460049,10.5657888056427,9.61708003559519
"APBB2",9.76190838974297,9.93940255082929,10.4690456741347,10.5859708547018,10.4980773147859,10.5179302253156
"ABCC4",10.4615768320116,10.6376128065258,11.1014712044706,11.2772572810208,11.3642054918195,11.3593533285454
"HIST1H3G",10.700343945907,11.7842476491001,11.1187687766866,10.9618069082514,10.7053198530048,11.4005317691918
"IL4R",8.74450175041725,9.0447907413052,9.79816469279635,9.83103398491445,9.7847177026212,9.54982991906798
"HIST1H2BK///H2BFS///HIST1H2BE",13.036522098777,13.5458418424238,13.3641317368178,12.8163966936707,12.6526767404342,13.2691389037129
"BTG1",10.9131599488877,11.2330975119682,11.9413508301284,11.5735697550665,11.33912837718,11.2671185839498
"GRAMD3",10.7780564208282,11.6007433095614,11.3941078711784,10.9352128744439,10.5373745197264,10.6356538144659
"VAV2",8.40460945378263,8.27619954717715,8.76458334675093,9.38909203355713,9.62245661605639,9.39949287245214
"SFPQ",11.6215000340273,11.8295462934815,12.1707296847553,12.3498255630034,12.4213385845166,12.0238765140178
"CTGF",9.25581262054584,10.8538678009118,10.0404361152376,9.52699496686241,9.60240444509432,9.43811003043051
"TANC2",8.84645636059199,8.87386182715622,9.63602580910388,9.9215428361466,9.94411943837443,9.51367702057892
"PTGER4",9.19759208520628,9.98572775326319,9.81660706625941,9.59297908982618,9.4702685637646,9.10547634328808
"OLR1",13.1642426321155,13.3406947663446,13.3659775445185,13.1547722939147,12.9691067591838,12.5886854097019
"MSH6",10.2993025937007,10.3553411926781,9.96552264492011,10.1032952484979,10.2596687411022,11.105644561249
"IQGAP3",10.0039949060283,9.83016160348471,10.2338006151385,10.5918831160648,10.4892151600808,9.57766681682164
"ITGB8",9.63548062352194,10.2900933795421,10.3019890361839,9.88909396616851,9.51108567681457,9.66705724149374
"METTL4",10.3894028589521,10.6787125533869,10.624815651847,10.7722367512045,10.6198691599968,9.79014723597994
"HIST4H4",7.67657637229209,8.77837503565445,8.36576641816131,7.3111785793766,7.53873115065319,8.71425655335092
"STIL",11.4593757309364,11.587953234054,11.9243452145696,12.1462929475656,11.7990001913203,11.4586157131568
"DBF4B",9.01866040076098,8.95655249639025,9.59333628992169,9.73877384456061,9.59210814795551,8.51113986997806
"EXPH5",8.80932427195391,8.84182928120559,8.87389737654874,9.79993118408915,9.70802593789382,8.51866005874565
"ZBTB14",9.3277667657008,9.0189850399993,8.83885908952321,8.68605443021745,8.8148842884058,9.85953808079291
"OSGIN2",10.244323936277,10.2433727851123,9.65185005428987,9.53840475743596,9.52768740696953,9.87782993648667
"RFC4",12.3520885685033,12.3276516579872,11.9416669639976,11.7071949239972,11.4440713301911,12.0323772889412
"HIST1H3H",10.037559277093,11.4049164140763,10.4530943350341,9.68760409692359,9.85420722575038,11.0239292817905
"FRMD3",7.52076656131402,7.45514640663612,7.77558397992292,8.09878824236661,8.18286751046386,8.32376322891462
"HMMR",9.05173441441973,9.21705465172089,9.69070381984372,10.2407409419765,10.4202659099407,9.44435680915068
"ABL2",10.8852683270899,11.8785851932756,11.5943400214889,11.1715395641077,10.9016729911591,11.0593077321215
"STK10",9.57842534836251,9.76774390222326,10.0840013140872,10.2048024099946,10.3930156296095,10.1545775835517
"FAM222A-AS1",9.78530610867308,9.68704492907593,9.75549794174991,9.84820886902953,9.71075494226636,8.89122355707886
"SVIL",8.94010564062404,8.93382560903542,9.414427625503,9.54839366071586,9.70819793183716,9.60128409346426
"FNIP1",10.4231623395399,10.6122871735032,11.0626058039888,11.2549295017538,11.134455623835,10.9766958600528
"PEX11B",12.0903096602373,11.8922077916756,11.7292694049653,11.6015646233691,11.1274592010643,11.578969081372
"ARHGAP26",9.65945208919132,9.70018337848192,10.3776692531595,10.5291481741483,10.5380154957031,10.3720795159468
"CHST11",10.2323034076655,10.2440261806127,10.8503249734396,11.1842698693807,11.187443897461,10.9360162037429
"CASP8AP2",9.55082199057286,9.21573676239232,8.75840883181759,9.02156214812172,9.3759365227126,9.96341340558493
"MSI2",10.6887596445178,10.6542229381749,11.0467126865253,11.0967060024332,11.1868804084759,11.3384267256111
"BTG2",9.27108838908639,8.36686456926599,8.70689096280875,9.11544825724257,9.37337437190482,9.2913535242987
"HIST1H2BO",8.83825838855812,10.0588861390986,9.11876582077071,8.89096260629946,9.14169370895051,9.82697778956324
"HIST1H2AM",8.84615907239722,9.82074173235897,9.0148500125267,8.69830866142147,8.99693133793308,9.46449015722179
"OASL",11.1059690510152,11.1293239025324,11.3104468915862,11.3600351138198,11.634666747386,11.9417398660797
"KDM5B",10.6572320404265,10.6656399973484,10.9836962225753,11.3557532353365,11.3641497436236,10.833731292711
"CCNB2",11.2384787572515,11.2845183807086,11.6892652846069,11.9602167304231,12.0517328364464,11.6805625791773
"MBLAC2",9.29750024438362,9.11161797210367,8.5376415573045,8.35787094446761,8.29869938797798,8.30041773002627
"C10orf2",8.95829660585336,9.13522766910189,9.29772482778906,9.46432132425626,9.62105877331888,8.8386560048599
"ROR1",10.1984977596666,10.3726261816562,10.8578083728064,11.1413217579072,10.9162876404769,10.7951404654284
"NRIP1",10.4074605650535,10.417850233235,11.2971990658779,11.1356405314266,11.0038209019084,11.1259665985192
"SYBU",9.32654064347863,9.3802752715617,9.83417995847359,9.38106156092704,8.75663418219001,8.80657285815837
"RSBN1",9.53391056036944,9.73002324049111,10.1087154820706,10.2115977459379,10.204709491369,9.70641370305098
"LURAP1L",9.62114021094857,8.96114635556073,8.6354870529472,8.66273769504753,8.69632055901592,9.54501361577198
"STARD8",7.76024999799723,7.61088735972013,8.01989758957574,8.77302202193943,8.95675134678938,7.93946170948134
"HIST1H2AK",11.0191945029583,12.9143653179692,12.1904228492177,10.7783511673462,10.4067254155508,12.3399468868146
"GK3P///GK",11.9342941437045,11.9129046366118,11.7249943760288,11.2365626149306,11.1023582401133,11.2501981619954
"MKI67",10.4403057738389,10.3037330459111,11.0635883603706,11.3002439364764,11.3852007490374,10.6853212340372
"MAP2K6",9.4456780931643,9.49345597207372,9.08901989252422,8.76573670627406,8.68850945776571,9.60670844567315
